period,devfactor,atr_period,atr_mult,return_pct,sharpe_ratio,max_drawdown,total_trades,win_rate,final_value
40,1.5,10,3.0,16.170642453599886,0,23.94987779987423,76,32.89473684210527,11617.064245359988
40,1.5,14,2.5,16.170642453599886,0,23.94987779987423,76,32.89473684210527,11617.064245359988
40,1.5,14,3.0,16.170642453599886,0,23.94987779987423,76,32.89473684210527,11617.064245359988
40,1.5,20,2.5,16.170642453599886,0,23.94987779987423,76,32.89473684210527,11617.064245359988
40,1.5,20,3.0,16.170642453599886,0,23.94987779987423,76,32.89473684210527,11617.064245359988
60,2.0,14,3.0,16.02850302119992,0,21.044417210955768,39,46.15384615384615,11602.850302119992
60,2.0,20,3.0,16.02850302119992,0,21.044417210955768,39,46.15384615384615,11602.850302119992
50,1.5,20,2.0,15.84981642079998,0,27.13888185120516,66,31.818181818181817,11584.981642079998
60,2.0,10,3.0,15.796374775599906,0,21.202892322746735,39,46.15384615384615,11579.63747755999
50,2.0,7,1.0,15.717548247600096,0,22.0140299783681,57,33.33333333333333,11571.75482476001
50,2.0,10,1.0,15.717548247600096,0,22.0140299783681,57,33.33333333333333,11571.75482476001
80,2.0,7,3.0,15.630970877999989,0,22.50917737727834,31,48.38709677419355,11563.097087799999
80,2.0,10,3.0,15.630970877999989,0,22.50917737727834,31,48.38709677419355,11563.097087799999
50,2.0,20,2.0,15.513181830000011,0,25.930551886702457,49,40.816326530612244,11551.318183000001
50,2.5,20,2.5,15.365001901199884,0,26.182059084871298,36,47.22222222222222,11536.500190119988
60,2.0,7,1.0,15.260387111199888,0,21.974023791039333,49,34.69387755102041,11526.038711119989
60,2.0,10,1.0,15.260387111199888,0,21.974023791039333,49,34.69387755102041,11526.038711119989
60,2.0,7,3.0,14.929990990799908,0,21.791724586817754,39,46.15384615384615,11492.99909907999
80,2.0,14,2.0,14.928309539199908,0,20.57144476461261,33,45.45454545454545,11492.83095391999
80,2.0,20,2.0,14.928309539199908,0,20.57144476461261,33,45.45454545454545,11492.83095391999
80,2.0,10,2.0,14.79222637119994,0,20.665733292313917,33,45.45454545454545,11479.222637119994
60,1.5,7,1.5,14.584878026400203,0,24.55670798504825,60,33.33333333333333,11458.48780264002
40,1.5,14,1.5,14.572456698400002,0,23.922689743152453,79,31.645569620253166,11457.24566984
50,2.0,7,2.0,14.362576167200041,0,26.668822340487186,49,40.816326530612244,11436.257616720004
50,2.0,10,2.0,14.362576167200041,0,26.668822340487186,49,40.816326530612244,11436.257616720004
50,2.0,14,2.0,14.362576167200041,0,26.668822340487186,49,40.816326530612244,11436.257616720004
50,1.5,7,2.0,14.350457615199922,0,25.64123105900517,67,31.343283582089555,11435.045761519992
60,1.5,10,1.5,14.036341492800092,0,24.916787446204417,61,32.78688524590164,11403.63414928001
50,2.0,20,1.5,13.791142404000075,0,24.07733950320258,51,37.254901960784316,11379.114240400007
50,1.5,10,2.0,13.674484755199792,0,25.64165947732817,67,31.343283582089555,11367.44847551998
60,1.5,20,1.0,13.661282718800122,0,31.42617453311301,72,26.38888888888889,11366.128271880012
50,2.0,14,1.5,13.659587984400003,0,24.164226346934207,51,37.254901960784316,11365.95879844
80,2.5,20,1.5,13.605883863600084,0,12.554486552264462,28,42.857142857142854,11360.588386360008
50,2.0,14,3.0,13.312493651600107,0,27.35666122138649,48,41.66666666666667,11331.24936516001
50,2.0,20,3.0,13.312493651600107,0,27.35666122138649,48,41.66666666666667,11331.24936516001
50,2.5,10,2.5,13.305970117599935,0,27.377133227891395,36,47.22222222222222,11330.597011759994
50,2.5,14,2.5,13.305970117599935,0,27.377133227891395,36,47.22222222222222,11330.597011759994
80,2.0,7,2.0,13.267983327199929,0,21.719136583819523,33,45.45454545454545,11326.798332719993
50,2.0,10,3.0,13.085589050799989,0,27.502540961028984,48,41.66666666666667,11308.558905079999
50,2.0,10,1.5,12.769930683600105,0,25.022852480719465,51,37.254901960784316,11276.99306836001
50,2.0,7,1.5,12.689027415199943,0,24.81225926040774,50,38.0,11268.902741519994
40,1.5,7,1.5,12.57390562280003,0,25.249693193596155,79,31.645569620253166,11257.390562280003
80,2.5,14,1.5,12.526075410400098,0,12.035297731551672,28,42.857142857142854,11252.60754104001
50,2.5,7,2.5,12.445479566799968,0,27.377133227891395,36,47.22222222222222,11244.547956679997
30,1.5,14,1.5,12.366870858799976,0,27.5971478515223,100,36.0,11236.687085879998
50,1.5,10,1.0,12.328616606800187,0,27.21567808046706,82,25.609756097560975,11232.861660680019
80,1.5,7,3.0,12.292120514399848,0,23.910152500877285,41,39.02439024390244,11229.212051439985
80,1.5,10,3.0,12.292120514399848,0,23.910152500877285,41,39.02439024390244,11229.212051439985
80,1.5,14,3.0,12.292120514399848,0,23.910152500877285,41,39.02439024390244,11229.212051439985
80,1.5,20,3.0,12.292120514399848,0,23.910152500877285,41,39.02439024390244,11229.212051439985
50,2.0,7,3.0,12.239295396800117,0,28.044494318182444,48,41.66666666666667,11223.929539680012
50,2.5,14,3.0,12.212978153200002,0,27.475129783058033,36,47.22222222222222,11221.29781532
50,2.5,20,3.0,12.212978153200002,0,27.475129783058033,36,47.22222222222222,11221.29781532
40,1.5,10,1.5,12.038090416800078,0,25.60954869258214,80,31.25,11203.809041680008
50,2.0,20,2.5,12.008261356399943,0,27.26116384808744,49,40.816326530612244,11200.826135639994
50,2.5,10,3.0,11.988049839999876,0,27.620654172089633,36,47.22222222222222,11198.804983999988
60,1.5,20,1.5,11.92921870240003,0,27.000733330149487,62,32.25806451612903,11192.921870240003
80,2.5,10,1.0,11.619365763199912,0,10.623531328382974,32,34.375,11161.936576319991
40,1.5,20,1.5,11.604062169199898,0,24.819716864758337,80,31.25,11160.40621691999
100,1.5,7,3.0,11.57659816720001,0,25.93375468663125,33,36.36363636363637,11157.65981672
80,2.5,20,2.0,11.573660139199946,0,13.9318626217471,26,46.15384615384615,11157.366013919995
50,1.5,14,1.0,11.530252005600177,0,27.733396840053626,82,25.609756097560975,11153.025200560018
60,1.5,14,1.5,11.44186416160008,0,26.62593947519682,62,32.25806451612903,11144.186416160008
50,2.5,7,3.0,11.150237939599865,0,28.161802327605127,36,47.22222222222222,11115.023793959987
80,2.5,7,2.0,11.127354908799989,0,14.82337316629376,25,48.0,11112.735490879999
50,1.5,7,1.0,11.089365904400184,0,27.114712944427747,83,25.301204819277107,11108.936590440018
80,2.5,10,1.5,10.92662306839986,0,12.036002333917223,28,42.857142857142854,11092.662306839986
80,2.5,14,2.0,10.90539943240001,0,13.931710216123799,26,46.15384615384615,11090.53994324
80,2.5,10,2.0,10.77406095719998,0,14.033016186142959,26,46.15384615384615,11077.406095719998
50,2.0,7,2.5,10.730422306400031,0,28.091699548663822,49,40.816326530612244,11073.042230640003
50,2.0,10,2.5,10.730422306400031,0,28.091699548663822,49,40.816326530612244,11073.042230640003
50,2.0,14,2.5,10.730422306400031,0,28.091699548663822,49,40.816326530612244,11073.042230640003
80,2.5,7,1.0,10.667679522399922,0,11.008291898619152,31,35.483870967741936,11066.767952239992
30,1.5,20,1.5,10.617897500400105,0,28.72418728126082,101,35.64356435643564,11061.78975004001
60,2.0,20,2.5,10.5505807119999,0,23.490615157196867,41,43.90243902439025,11055.05807119999
80,2.5,7,1.5,10.41195292159995,0,13.255248068180853,27,44.44444444444444,11041.195292159995
80,2.0,14,2.5,10.376268785199809,0,22.686928546496812,33,45.45454545454545,11037.62687851998
80,2.0,20,2.5,10.376268785199809,0,22.686928546496812,33,45.45454545454545,11037.62687851998
50,2.0,14,1.0,10.153194149599894,0,25.990559728734397,59,30.508474576271187,11015.31941495999
80,2.0,10,2.5,10.065923871999967,0,22.904000246068552,33,45.45454545454545,11006.592387199997
80,2.5,14,2.5,9.781330522399875,0,15.855365121850868,25,48.0,10978.133052239988
50,2.0,20,1.0,9.762060053600035,0,25.990422779274134,59,30.508474576271187,10976.206005360003
60,2.0,14,1.0,9.732711528000037,0,25.873682371764854,51,31.372549019607842,10973.271152800004
30,2.5,14,3.0,9.675608867200008,0,23.534066015499157,55,40.0,10967.56088672
80,2.0,7,2.5,9.526188356799867,0,23.28254714996443,33,45.45454545454545,10952.618835679987
60,2.0,20,1.0,9.34188448040006,0,26.13781537265861,51,31.372549019607842,10934.188448040006
60,2.0,7,2.5,9.287032939199872,0,24.364549535926827,41,43.90243902439025,10928.703293919987
60,2.0,10,2.5,9.287032939199872,0,24.364549535926827,41,43.90243902439025,10928.703293919987
60,2.0,14,2.5,9.287032939199872,0,24.364549535926827,41,43.90243902439025,10928.703293919987
100,1.5,14,3.0,9.193329214000151,0,25.933192403922277,34,35.294117647058826,10919.332921400015
100,1.5,20,3.0,9.193329214000151,0,25.933192403922277,34,35.294117647058826,10919.332921400015
50,2.5,14,2.0,9.129645327599919,0,30.72389322228096,37,45.94594594594595,10912.964532759992
50,2.5,20,2.0,9.129645327599919,0,30.72389322228096,37,45.94594594594595,10912.964532759992
60,2.5,10,2.0,9.063926524399903,0,19.60090637676849,35,48.57142857142857,10906.39265243999
30,2.5,7,2.0,8.813658142799977,0,24.8689798130684,56,39.285714285714285,10881.365814279998
30,2.5,10,2.0,8.813658142799977,0,24.8689798130684,56,39.285714285714285,10881.365814279998
30,2.5,20,3.0,8.7739537648001,0,23.931192689645922,55,40.0,10877.39537648001
100,2.0,10,1.0,8.706138353599945,0,20.50839692584442,34,23.52941176470588,10870.613835359994
60,2.5,14,2.0,8.696719496799924,0,19.87165513229429,35,48.57142857142857,10869.671949679992
60,2.5,20,2.0,8.696719496799924,0,19.87165513229429,35,48.57142857142857,10869.671949679992
50,1.5,14,1.5,8.684442032400057,0,26.88353489439968,73,28.767123287671232,10868.444203240006
100,1.5,10,3.0,8.664962401200155,0,26.11117883627724,34,35.294117647058826,10866.496240120015
80,2.5,10,2.5,8.652274067599866,0,16.720465558836963,25,48.0,10865.227406759986
30,2.5,10,3.0,8.556089851200177,0,24.08379493253898,55,40.0,10855.608985120018
50,1.5,10,1.5,8.328486647200188,0,27.378765741500803,73,28.767123287671232,10832.848664720019
60,2.5,7,2.0,8.304237150399986,0,20.16110351119592,35,48.57142857142857,10830.423715039999
50,1.5,20,1.5,8.271551328400054,0,27.161410815475072,73,28.767123287671232,10827.155132840006
80,2.5,7,2.5,7.840840864400034,0,16.709551078879063,25,48.0,10784.084086440003
30,2.5,7,3.0,7.744118237600232,0,24.651687424717217,55,40.0,10774.411823760023
60,2.5,14,3.0,7.647614668799887,0,20.0370529231055,33,51.515151515151516,10764.761466879989
60,2.5,20,3.0,7.647614668799887,0,20.0370529231055,33,51.515151515151516,10764.761466879989
50,1.5,7,1.5,7.632794924000027,0,26.108920947285853,72,29.166666666666668,10763.279492400003
80,1.5,20,2.5,7.619624692400012,0,23.907814005940125,43,37.2093023255814,10761.962469240001
40,1.5,7,1.0,7.599551036799766,0,27.76546662697191,90,27.77777777777778,10759.955103679977
60,2.5,10,3.0,7.4320210131999005,0,20.19763525773908,33,51.515151515151516,10743.20210131999
80,2.5,10,3.0,7.297506881200025,0,17.129359592127482,25,48.0,10729.750688120002
80,2.5,14,3.0,7.297506881200025,0,17.129359592127482,25,48.0,10729.750688120002
80,2.5,20,3.0,7.297506881200025,0,17.129359592127482,25,48.0,10729.750688120002
60,2.5,10,1.5,7.206394817199907,0,19.66736532327708,38,44.73684210526316,10720.63948171999
100,2.0,7,1.0,7.100337978800017,0,20.904261265152545,34,23.52941176470588,10710.033797880002
30,2.5,20,2.5,7.08099786159988,0,25.475738894961417,56,39.285714285714285,10708.099786159988
100,1.5,14,2.0,7.040267313199928,0,24.110308089105864,38,31.57894736842105,10704.026731319993
100,1.5,20,2.0,7.040267313199928,0,24.110308089105864,38,31.57894736842105,10704.026731319993
80,1.5,7,2.5,6.87622325719989,0,24.167877505758884,43,37.2093023255814,10687.622325719989
80,1.5,10,2.5,6.87622325719989,0,24.167877505758884,43,37.2093023255814,10687.622325719989
80,1.5,14,2.5,6.87622325719989,0,24.167877505758884,43,37.2093023255814,10687.622325719989
80,2.5,20,2.5,6.806067390799944,0,15.85450016778522,26,46.15384615384615,10680.606739079994
30,2.5,10,2.5,6.594221604800095,0,25.814977183054083,56,39.285714285714285,10659.42216048001
30,2.5,14,2.5,6.594221604800095,0,25.814977183054083,56,39.285714285714285,10659.42216048001
80,2.5,20,1.0,6.507477357999979,0,13.79547468062208,34,29.411764705882355,10650.747735799998
60,2.5,7,1.5,6.37396862399979,0,20.392797183506566,37,45.94594594594595,10637.396862399979
100,1.5,7,2.0,6.161089360399947,0,24.679824720864293,38,31.57894736842105,10616.108936039995
100,1.5,10,2.0,6.161089360399947,0,24.679824720864293,38,31.57894736842105,10616.108936039995
40,2.5,7,2.0,6.041179136399842,0,24.91352219743737,44,36.36363636363637,10604.117913639984
60,2.5,20,2.5,5.940162935999797,0,21.903642443520138,34,50.0,10594.01629359998
80,2.5,14,1.0,5.877725080399941,0,13.915268806788275,34,29.411764705882355,10587.772508039994
30,2.5,7,2.5,5.784675112000078,0,25.814977183054083,56,39.285714285714285,10578.467511200008
40,1.5,14,1.0,5.717359012399702,0,27.76128962307571,93,26.881720430107524,10571.73590123997
80,2.5,7,3.0,5.576756342799963,0,18.45767701532952,25,48.0,10557.675634279996
60,2.5,14,2.5,5.45825071799989,0,22.258371831767473,34,50.0,10545.825071799989
40,2.5,10,2.0,5.4158871755999645,0,24.913158638197583,44,36.36363636363637,10541.588717559996
40,1.5,10,1.0,5.300399831599934,0,28.13283981854215,93,26.881720430107524,10530.039983159993
100,2.0,20,1.5,5.180856183999931,0,23.522891265322503,31,29.03225806451613,10518.085618399993
60,2.5,7,3.0,4.919124419999898,0,22.063947884794192,33,51.515151515151516,10491.91244199999
50,1.5,20,1.0,4.767527868000034,0,32.292749332707395,84,23.809523809523807,10476.752786800003
100,1.5,14,1.0,4.733853616799897,0,25.255578143196377,49,22.448979591836736,10473.38536167999
100,1.5,14,2.5,4.702431143199883,0,27.30303802788034,36,33.33333333333333,10470.243114319988
100,1.5,20,2.5,4.702431143199883,0,27.30303802788034,36,33.33333333333333,10470.243114319988
80,1.5,7,2.0,4.522733975999908,0,24.617606979238232,46,34.78260869565217,10452.27339759999
80,1.5,10,2.0,4.522733975999908,0,24.617606979238232,46,34.78260869565217,10452.27339759999
100,1.5,7,2.5,4.450861423999977,0,27.478429427283913,36,33.33333333333333,10445.086142399998
60,2.5,10,2.5,4.375005521599797,0,23.057644045166054,34,50.0,10437.50055215998
100,2.0,20,1.0,4.291339238399833,0,25.339106278871007,35,22.857142857142858,10429.133923839983
80,2.0,7,1.0,4.277958040800004,0,21.385717565949665,42,30.952380952380953,10427.79580408
80,1.5,14,2.0,4.170107654399926,0,24.87139793427729,46,34.78260869565217,10417.010765439993
80,1.5,20,2.0,4.170107654399926,0,24.87139793427729,46,34.78260869565217,10417.010765439993
100,2.0,14,1.5,4.105096345999937,0,24.24569388389015,31,29.03225806451613,10410.509634599994
100,1.5,10,2.5,3.923050211200025,0,27.84436223411916,36,33.33333333333333,10392.305021120002
60,2.5,7,2.5,3.581882490799817,0,23.057644045166054,34,50.0,10358.188249079982
100,2.0,14,1.0,3.3991675075999956,0,25.443461754398346,35,22.857142857142858,10339.91675076
80,2.0,10,1.0,3.312578582800051,0,22.11349798975676,43,30.23255813953488,10331.257858280005
40,2.5,20,2.5,3.1375868236001767,0,25.597199647354426,44,36.36363636363637,10313.758682360018
30,1.5,14,1.0,3.0595469732000313,0,34.091623856786306,108,33.33333333333333,10305.954697320003
40,2.0,7,1.0,3.0498749675998806,0,27.238536110544874,71,28.169014084507044,10304.987496759988
40,2.0,10,1.0,2.9069571495999664,0,27.339419514072397,71,28.169014084507044,10290.695714959997
100,1.5,7,1.0,2.8990086004001023,0,25.227002028042154,50,22.0,10289.90086004001
80,2.0,20,1.5,2.816116342000096,0,24.36194458185464,37,37.83783783783784,10281.61163420001
80,2.0,14,1.5,2.736082822000099,0,24.36194458185464,37,37.83783783783784,10273.60828220001
50,2.5,14,1.5,2.692530309599879,0,29.60712809636908,42,38.095238095238095,10269.253030959988
40,2.5,7,2.5,2.6688015964002263,0,25.93568286503296,44,36.36363636363637,10266.880159640023
40,2.5,10,2.5,2.6688015964002263,0,25.93568286503296,44,36.36363636363637,10266.880159640023
40,2.5,14,2.5,2.6688015964002263,0,25.93568286503296,44,36.36363636363637,10266.880159640023
100,1.5,10,1.0,2.5559287315999426,0,25.07340354478872,51,21.568627450980394,10255.592873159994
100,2.0,10,1.5,2.4918591583999112,0,25.101949607002574,31,29.03225806451613,10249.185915839991
100,2.5,10,1.0,2.2377060116000393,0,14.040877991203226,26,26.923076923076923,10223.770601160004
50,2.5,20,1.5,2.166668264399814,0,30.02235691170936,42,38.095238095238095,10216.666826439981
40,2.5,14,3.0,1.7358913491999737,0,26.03600640130342,44,36.36363636363637,10173.589134919997
40,2.5,20,3.0,1.7358913491999737,0,26.03600640130342,44,36.36363636363637,10173.589134919997
40,2.5,10,3.0,1.5318469044000085,0,26.184758561639494,44,36.36363636363637,10153.18469044
50,2.5,7,1.5,1.4158022339998388,0,30.8557018833812,40,40.0,10141.580223399984
100,2.0,7,1.5,1.2633543564000866,0,26.042977067972963,30,30.0,10126.335435640009
50,2.5,10,1.5,1.23510139039985,0,30.605580937516102,42,38.095238095238095,10123.510139039985
80,2.0,10,1.5,1.1440152575999853,0,25.21821158583219,37,37.83783783783784,10114.401525759999
30,1.5,7,1.0,1.130944826800114,0,35.324927964894336,109,33.02752293577982,10113.094482680011
60,2.5,20,1.5,0.939177257599913,0,20.141257390571166,39,41.02564102564102,10093.917725759991
100,2.5,20,1.5,0.7888490788000491,0,14.983214357573946,24,29.166666666666668,10078.884907880005
40,2.5,7,3.0,0.772283821200108,0,26.73662493105862,44,36.36363636363637,10077.22838212001
30,2.0,7,1.0,0.7216704528000992,0,32.595448696677984,89,30.337078651685395,10072.16704528001
30,2.0,10,1.0,0.7216704528000992,0,32.595448696677984,89,30.337078651685395,10072.16704528001
30,1.5,10,1.0,0.6166724084002817,0,35.65390111554561,109,33.02752293577982,10061.667240840028
60,2.5,14,1.5,-0.021784665600207517,0,19.66737408250718,39,41.02564102564102,9997.82153343998
30,2.5,20,1.5,-0.13640349439987404,0,29.068747143605954,60,33.33333333333333,9986.359650560013
100,2.0,20,2.0,-0.2006099475998599,0,27.31784219648781,29,31.03448275862069,9979.939005240014
30,1.5,20,1.0,-0.3579933867999898,0,36.277436268244784,109,33.02752293577982,9964.200661320001
100,1.5,20,1.0,-0.3774811091999436,0,28.509148783361724,52,19.230769230769234,9962.251889080006
100,1.5,14,1.5,-0.5029462091998721,0,28.017252153307002,43,27.906976744186046,9949.705379080013
30,2.5,14,1.5,-0.5610663371999363,0,29.370171329140824,60,33.33333333333333,9943.893366280006
30,2.0,20,2.5,-0.7200945387998945,0,33.52295961061831,80,35.0,9927.99054612001
100,1.5,10,1.5,-0.7906049663999329,0,28.22532633341896,43,27.906976744186046,9920.939503360007
30,2.5,14,2.0,-0.8227158556001085,0,31.522596489090486,57,36.84210526315789,9917.72841443999
100,1.5,20,1.5,-1.0910387595998507,0,28.44251755990188,43,27.906976744186046,9890.896124040015
80,2.0,7,1.5,-1.114601436799967,0,26.708825633592337,36,38.88888888888889,9888.539856320003
30,2.5,20,2.0,-1.2753525183998318,0,31.834999818287763,57,36.84210526315789,9872.464748160017
100,2.0,10,2.0,-1.2770789851999689,0,28.43244830875339,28,32.142857142857146,9872.292101480003
30,2.0,7,2.0,-1.2907844384001874,0,34.428273803747906,81,34.5679012345679,9870.921556159981
30,2.0,14,3.0,-1.306487622799923,0,33.91586654872959,80,35.0,9869.351237720008
30,2.0,20,3.0,-1.306487622799923,0,33.91586654872959,80,35.0,9869.351237720008
100,1.5,7,1.5,-1.452714180799958,0,28.704999275282848,43,27.906976744186046,9854.728581920004
30,2.0,10,3.0,-1.5046471687997474,0,34.048520329326784,80,35.0,9849.535283120025
80,1.5,7,1.5,-1.5976361851999898,0,27.73377982445147,52,30.76923076923077,9840.236381480001
100,2.0,14,2.0,-1.61572908679982,0,28.348146553192016,29,31.03448275862069,9838.427091320018
30,2.5,10,1.5,-1.627133273599884,0,30.12748118394235,60,33.33333333333333,9837.286672640012
30,2.0,10,2.0,-1.8983808407999279,0,34.832068033698114,81,34.5679012345679,9810.161915920007
30,2.0,14,2.0,-1.8983808407999279,0,34.832068033698114,81,34.5679012345679,9810.161915920007
40,1.5,20,1.0,-1.9855729120003163,0,32.58811486799657,95,25.263157894736842,9801.442708799968
100,2.0,7,3.0,-2.0213917403999586,0,28.96685252222548,26,34.61538461538461,9797.860825960004
80,1.5,14,1.5,-2.0506247772001736,0,28.06652208907063,53,30.18867924528302,9794.937522279983
80,1.5,20,1.5,-2.1938304880002217,0,28.17195008224413,53,30.18867924528302,9780.616951199978
30,2.0,7,3.0,-2.2412766775999806,0,34.54147974474392,80,35.0,9775.872332240002
80,1.5,10,1.5,-2.332532586000034,0,28.274547917592287,53,30.18867924528302,9766.746741399997
30,2.0,20,2.0,-2.396148339599931,0,35.16271343892994,81,34.5679012345679,9760.385166040007
30,2.5,20,1.0,-2.4455417199999645,0,30.939289814270417,64,28.125,9755.445828000004
20,1.5,14,1.0,-2.806850639199856,0,29.95984720502462,150,34.66666666666667,9719.314936080014
100,2.5,20,1.0,-2.831795506000053,0,18.148412034352,28,25.0,9716.820449399995
50,3.0,20,2.5,-2.9521099371999844,0,19.83060974864327,24,41.66666666666667,9704.789006280002
80,2.0,14,1.0,-3.0528254627999374,0,26.91263899125207,45,26.666666666666668,9694.717453720006
100,2.5,14,2.0,-3.1388655968000236,0,19.699672439770314,23,30.434782608695656,9686.113440319998
40,2.0,14,3.0,-3.324689946799899,0,31.590643364880304,63,34.92063492063492,9667.53100532001
100,2.5,14,1.0,-3.3852069004001164,0,18.243773263284776,28,25.0,9661.479309959988
30,2.5,14,1.0,-3.5083672543999094,0,31.69188425216979,64,28.125,9649.163274560009
60,2.5,7,1.0,-3.5306231024001136,0,17.715822037288728,43,32.55813953488372,9646.937689759989
30,2.0,7,2.5,-3.6096475380000994,0,35.4579480927799,81,34.5679012345679,9639.03524619999
30,2.0,10,2.5,-3.6096475380000994,0,35.4579480927799,81,34.5679012345679,9639.03524619999
